Sp_Class  ,  u_mag  ,  g_mag  ,  r_mag  ,  i_mag  ,  z_mag ,RA,Dec
DA_auto      ,18.827,19.166,19.589,19.903,19.972,311.494291,-0.975664
DA           ,17.534,17.116,17.119,17.214,17.273,311.567623,-6.740693
DQ           ,19.168,18.951,18.861,18.976,19.053,311.601895,-7.255289
DAH          ,18.332,17.987,17.896,17.958,18.022,311.608973,-7.176932
DA           ,19.305,18.837,18.714,18.689,18.782,311.678702,-5.637961
DQ:+M:       ,18.431,18.254,18.281,18.316,18.346,311.806988,0.367727
DA_auto      ,19.042,19.292,19.802,20.09,20.407,311.847342,0.212544
DA+M         ,20.205,19.988,20.18,19.968,19.19,311.942378,0.116472
DA+M         ,20.205,19.988,20.18,19.968,19.19,311.942378,0.116472
DA_auto      ,19.017,19.12,19.503,19.828,20.004,312.030824,-0.28749
DA_auto      ,20.084,19.612,19.429,19.415,19.451,312.252965,0.912884
DA+M         ,18.766,18.77,18.953,18.536,18.099,312.409844,-5.739917
DA:          ,20.35,19.664,19.359,19.475,19.689,312.457427,0.096488
DA_auto      ,20.237,19.787,19.795,19.848,19.824,312.494017,-1.185111
DA_auto      ,19.308,19.212,19.553,19.859,20.049,312.63254,0.575235
DA+M         ,19.84,19.547,19.601,19.073,18.505,312.747368,-0.048416
DA+M:        ,20.153,20.264,20.716,20.985,21.498,312.861078,-0.687081
DA           ,18.231,18.272,18.654,18.945,19.319,313.12621,-5.792375
DA_auto      ,20.238,20.077,20.339,20.296,20.262,313.128158,-0.232636
DAH          ,18.435,18.501,18.797,19.082,19.443,313.139648,-0.269628
DAZ:         ,20.835,19.786,21.4,19.311,19.242,313.242771,-5.505481
DB           ,19.276,19.335,19.542,19.768,20.026,313.2571,0.695201
DB           ,19.064,19.163,19.498,19.726,19.994,313.451867,-0.495242
DA_auto      ,21.013,20.505,20.314,20.239,20.514,313.496449,0.054479
DA:+M        ,18.539,18.502,18.591,18.602,18.639,313.732636,0.85825
DA_auto      ,20.151,19.727,19.632,19.651,19.707,313.783969,-0.969857
DA           ,18.235,18.218,18.57,18.865,19.023,313.81624,-5.311612
DC:          ,21.031,20.384,20.24,19.88,19.865,313.972006,0.014861
DA_auto      ,20.633,20.258,20.189,20.17,20.073,314.016244,1.206296
DA:+M        ,19.674,19.121,18.286,17.736,17.362,314.33876,0.70729
DA_auto      ,20.52,20.159,20.018,20.108,20.089,314.358317,0.292908
DA_auto      ,18.842,19.07,19.567,19.774,19.945,314.457447,-0.305086
DA           ,18.652,18.185,18.225,18.333,18.466,314.478759,-6.544666
DA_auto      ,18.646,19.022,19.493,19.785,20.166,314.533386,0.532381
DA+M         ,17.961,17.745,17.986,17.797,17.41,314.737915,-6.088729
DA_auto      ,18.15,17.69,17.58,17.553,17.617,314.774588,-0.56329
DA_auto      ,20.27,19.77,19.716,19.717,19.874,314.775831,-0.236809
DA+M         ,17.361,17.166,16.805,16.457,16.412,314.846165,-6.868984
DO           ,17.231,17.679,18.204,18.559,18.932,314.876055,-5.480274
DA_auto      ,18.139,18.223,18.631,18.924,19.219,315.387639,0.299086
DA           ,18.492,18.672,19.056,19.408,19.804,315.461072,-5.764158
DAB          ,18.609,18.122,17.889,18.387,18.646,315.482565,-0.962526
DA_auto      ,18.729,18.607,18.91,19.14,19.314,315.717066,1.019077
DA           ,18.009,18.081,18.427,18.733,19.054,315.932951,-7.289185
DA           ,18.478,18.501,18.878,19.133,19.417,315.958746,-5.591215
DA_auto      ,18.278,18.555,18.988,19.33,19.628,316.009604,0.06972
DA_auto      ,18.233,18.589,18.959,19.292,19.592,316.010433,10.798536
DA+M:        ,18.993,18.883,18.651,18.364,18.141,316.112149,10.303824
DB           ,19.351,19.257,19.418,19.612,19.921,316.124476,-6.47856
DA           ,18.978,18.492,18.624,18.865,18.991,316.127903,-5.569716
DA+M         ,19.678,19.333,19.308,18.755,18.172,316.415203,-5.90406
DA+M         ,18.065,18.176,18.082,17.565,17.122,316.759571,-6.79932
DZ           ,19.238,18.809,18.715,18.766,18.751,316.89139,-0.932697
DB           ,18.522,18.5,18.699,18.885,19.043,316.926254,10.436575
DA_auto      ,19.794,19.229,19.324,19.408,19.629,317.057083,10.186981
DA           ,19.749,19.073,18.707,18.653,18.687,317.076147,-0.552875
DA_auto      ,18.483,18.739,19.143,19.482,20.224,317.123298,0.521118
DA_auto      ,19.882,19.387,19.225,19.219,19.166,317.334043,0.23013
DA           ,17.1,17.362,17.8,18.115,18.29,317.368026,-5.645345
DA_auto      ,19.125,18.985,19.268,19.58,19.884,317.390153,1.186295
DA_auto      ,18.645,18.199,18.053,18.069,18.129,317.392733,-1.195187
DA_auto      ,19.389,19.002,19.167,19.308,19.605,317.521678,-0.53023
DA+M         ,18.258,18.386,18.528,17.814,17.177,317.680148,9.632445
DA_auto      ,18.546,18.894,19.318,19.642,19.784,317.735701,10.337697
DA           ,16.177,16.204,16.588,16.898,17.188,317.744381,-6.71522
DA           ,19.111,18.734,18.712,18.798,18.979,317.779872,-6.2905
DQ           ,18.689,18.306,18.198,18.218,18.333,317.875177,-0.607982
DA+M         ,20.37,19.848,19.489,18.672,18.083,317.886529,1.256177
DB_A:        ,18.644,18.839,19.228,19.492,19.608,317.956629,-5.660647
DZ:          ,20.413,19.826,19.1,18.997,18.873,317.988622,9.265078
DC           ,20.228,19.719,19.483,19.429,19.367,318.003733,-7.393586
DA+M         ,18.686,18.389,18.426,18.057,17.354,318.022146,10.241117
DZA          ,19.793,19.076,18.243,18.079,17.953,318.035094,9.200556
DA           ,17.187,17.212,17.604,17.885,18.219,318.122834,-6.681053
DA_auto      ,18.657,18.613,18.958,19.271,19.525,318.172984,-0.692754
DA_auto      ,17.662,17.233,17.442,17.66,17.913,318.250641,-0.526138
DA+M         ,18.723,18.639,18.481,17.846,17.266,318.618403,-1.065892
DA           ,17.901,17.489,17.405,17.435,17.503,318.780814,-7.697657
DB           ,18.918,18.952,19.241,19.448,19.631,318.813413,-6.605132
DC           ,19.488,19.348,19.498,19.608,19.608,319.362943,-6.354077
DA           ,17.692,18.025,18.46,18.778,19.069,319.426034,-6.13618
DA+M         ,19.914,19.84,19.854,19.42,18.678,319.456323,-8.00572
DA           ,17.384,17.811,18.295,18.644,18.843,319.555217,11.832357
DA+M         ,18.234,17.724,17.86,17.409,16.735,319.584159,1.040328
DA_auto      ,18.227,18.03,18.322,18.579,18.813,319.632174,0.467547
DA_auto      ,19.188,18.698,18.594,18.595,18.573,319.695833,11.618782
DA_auto      ,19.534,19.27,19.61,19.804,20.129,319.868526,-0.442477
DA+M         ,18.088,17.747,17.74,17.125,16.505,320.216355,-0.974243
DA_auto      ,18.749,18.33,18.336,18.383,18.507,320.240564,-0.302963
DA+M         ,19.839,19.785,19.873,19.433,18.948,320.381447,-5.938339
DA           ,19.569,19.09,18.923,18.871,18.939,320.44502,-7.518551
DA           ,19.569,19.09,18.923,18.871,18.939,320.44502,-7.518551
DBA          ,17.855,17.926,18.208,18.442,18.703,320.677751,-7.071414
DBA          ,17.855,17.926,18.208,18.442,18.703,320.677751,-7.071414
DA+M         ,19.745,19.249,19.367,19.028,18.412,320.836421,0.41543
DB           ,18.881,18.995,19.329,19.636,19.929,321.013001,11.70837
DA           ,15.4,15.828,16.317,16.657,16.966,321.049973,-7.446869
DA           ,15.4,15.828,16.317,16.657,16.966,321.049973,-7.446869
DA_auto      ,16.835,16.792,17.165,17.471,17.723,321.050569,11.071034
DZ           ,18.988,18.652,18.619,18.669,18.784,321.102902,-1.247918
DA           ,19.625,19.516,19.746,20.03,20.228,321.107263,-6.810317
DA           ,19.625,19.516,19.746,20.03,20.228,321.107263,-6.810317
DB+M:        ,17.174,17.571,17.776,17.796,17.838,321.383012,-1.129416
DA_auto      ,19.662,19.209,19.137,19.114,19.095,321.723944,10.406331
DBA          ,18.016,18.118,18.397,18.64,18.936,321.736312,-0.406631
DA_auto      ,18.043,17.609,17.579,17.621,17.755,321.970487,0.321181
DA           ,17.994,18.257,18.698,19.033,19.339,322.023088,-6.421965
DA           ,17.994,18.257,18.698,19.033,19.339,322.023088,-6.421965
DA_auto      ,18.379,17.972,18.122,18.278,18.464,322.035394,-0.130798
DA           ,19.316,18.87,18.812,18.825,18.915,322.243778,-6.61488
DA           ,19.316,18.87,18.812,18.825,18.915,322.243778,-6.61488
DB_A:        ,17.591,17.698,17.999,18.281,18.515,322.255503,-6.490185
DB_A:        ,17.591,17.698,17.999,18.281,18.515,322.255503,-6.490185
DA_auto      ,18.213,18.113,18.402,18.698,18.916,322.377683,11.708656
DA_auto      ,16.03,15.602,15.608,15.687,15.809,322.396744,0.225598
DB           ,18.762,18.799,18.956,19.203,19.352,322.764149,10.998933
DA+M         ,18.377,18.017,18.163,17.886,17.507,323.075485,0.533012
DA_auto      ,19.745,19.23,19.149,19.189,19.339,323.121051,11.573134
DA_auto      ,15.994,16.283,16.727,17.043,17.361,323.255865,12.47533
DC           ,20.061,19.523,19.331,19.284,19.509,323.782166,-7.282094
DA           ,19.132,18.596,18.794,18.991,19.049,323.87635,-7.725212
DA_auto      ,19.57,19.35,19.541,19.78,20.088,324.35557,12.598051
DA_auto      ,19.034,19.355,19.772,20.086,20.598,324.51315,11.608101
DA           ,17.508,17.41,17.386,17.521,17.652,324.582725,11.386483
DA_auto      ,19.291,19.12,19.405,19.695,19.851,324.601264,0.669146
DA_auto      ,19.746,19.298,19.214,19.248,19.257,324.657337,-8.255007
DBA          ,16.99,17.059,17.303,17.522,17.823,324.667097,-0.560466
DA_auto      ,20.079,20.074,20.332,20.638,20.643,324.701137,12.0284
DA_auto      ,19.606,19.049,18.884,18.851,18.911,324.728388,0.999006
DA_auto      ,18.731,18.315,18.28,18.279,18.451,324.742273,11.727007
DO:          ,18.917,19.305,19.709,20.031,20.434,324.88536,11.436465
DA+M         ,17.488,16.976,16.899,16.501,16.055,324.938344,10.484625
DA_auto      ,15.756,16.019,16.46,16.804,17.143,325.00437,-7.847798
DA_auto      ,20.612,20.18,20.322,20.546,20.581,325.096874,-1.081179
DB           ,18.705,18.63,18.833,19.021,19.252,325.320241,-6.499909
DA_auto      ,20.994,20.388,20.586,20.782,20.724,325.497856,1.040532
DC           ,19.223,18.669,18.438,18.408,18.487,325.564214,-0.610019
DO           ,17.268,17.662,18.134,18.474,18.756,325.597134,11.294544
DA_auto      ,19.133,19.44,19.857,20.134,20.541,325.70534,10.792527
DA_auto      ,19.243,18.828,18.804,18.838,18.953,325.849767,-8.259595
DA_auto      ,18.698,18.743,19.11,19.358,19.607,325.922251,12.307599
DA_auto      ,19.695,19.749,20.067,20.372,20.822,326.411891,11.607539
DA_auto      ,19.427,19.546,19.91,20.272,20.509,326.415966,0.026793
DA_auto      ,19.124,19.213,19.577,19.821,20.075,326.417348,-1.143011
DBA          ,18.541,18.624,18.876,19.058,19.234,326.424035,0.529861
DA_auto      ,18.604,18.972,19.429,19.777,20.036,326.488677,0.259994
DA_auto      ,18.844,18.471,18.659,18.903,19.178,326.551997,-1.113743
DA_auto      ,20.562,20.163,20.385,20.627,20.4,326.568947,12.94299
DA_auto      ,20.209,19.608,19.807,20.079,20.075,326.622403,11.935183
DC:          ,19.574,19.378,19.515,19.673,19.698,326.6298,-1.112476
DA_auto      ,19.679,19.175,19.02,18.996,19.119,326.688391,-0.55259
DA_auto      ,17.778,17.68,18.002,18.251,18.553,326.717459,11.210456
DA_auto      ,20.373,19.793,19.518,19.423,19.301,326.781059,0.17552
DA_auto      ,20.373,19.793,19.518,19.423,19.301,326.781059,0.17552
DB           ,18.461,18.506,18.734,18.933,19.256,326.80215,0.317704
DQhot:       ,19.193,19.363,19.702,19.957,20.266,326.806973,11.168264
DA+M         ,19.698,19.608,19.597,19.063,18.543,326.837335,13.040937
DA_auto      ,19.442,18.981,19.104,19.29,19.618,326.848905,-0.232893
DA_auto      ,20.301,20.178,20.414,20.657,20.846,326.871425,12.200675
DA_auto      ,20.889,20.525,20.809,21.031,21.378,326.891219,0.008393
DA_auto      ,18.302,17.846,17.724,17.687,17.7,326.920314,-6.790565
DA_auto      ,18.252,18.417,18.83,19.128,19.435,327.064517,11.40553
DA_auto      ,20.853,20.435,20.405,20.442,20.629,327.157268,12.701665
DA_auto      ,20.344,19.938,19.918,19.954,20.174,327.2359,10.770081
DA_H:        ,20.132,19.885,19.973,20.214,20.058,327.253618,0.811881
DAH          ,17.357,17.429,17.791,18.099,18.348,327.378082,-7.469991
DA_auto      ,20.563,20.456,20.668,21.012,21.215,327.462062,11.162034
DA_auto      ,19.805,19.776,20.057,20.317,20.552,327.466773,-1.197459
DA_auto      ,19.513,19.346,19.609,19.853,20.097,327.513705,0.144522
DA:          ,17.566,17.939,18.334,18.663,18.992,327.519634,0.184301
DBA          ,18.821,18.794,18.972,19.185,19.286,327.522113,0.931362
DA_auto      ,19.88,19.467,19.592,19.75,19.928,327.612931,0.578399
DQ:          ,17.643,17.475,17.526,17.663,17.854,327.615854,-1.230635
DA_auto      ,19.413,19.186,19.449,19.669,19.885,327.701841,1.226721
DA_auto      ,19.284,19.483,19.882,20.177,20.528,327.759525,12.968616
DB           ,18.595,18.573,18.708,18.848,19.087,327.780356,-8.808147
DA+M:        ,19.305,18.872,18.844,18.768,19.05,327.885706,-7.320799
DA+M:        ,19.305,18.872,18.844,18.768,19.05,327.885706,-7.320799
DC:          ,18.124,17.847,17.816,17.892,18.024,327.895876,0.527846
DA_auto      ,20.831,20.401,20.246,20.148,19.979,327.908719,0.539528
DA_auto      ,20.246,19.577,19.558,19.702,19.849,327.933513,-0.538932
DAH          ,18.294,18.104,18.323,18.589,18.81,327.951327,12.92375
DA_auto      ,19.92,19.479,19.593,19.818,20.039,328.03455,-0.521168
DA+M         ,19.73,19.272,19.171,18.569,17.896,328.134241,0.246534
DC+M:        ,20.148,20.331,20.2,19.813,19.477,328.165062,-0.61445
DA_auto      ,17.979,18.296,18.724,19.056,19.447,328.187099,11.20636
DA_auto      ,19.548,19.447,19.79,20.091,20.474,328.19007,0.35262
DA_auto      ,20.682,20.122,20.251,20.479,20.875,328.200025,12.272316
DA_auto      ,20.731,20.303,20.052,20.036,20.171,328.201831,-1.056738
DA_auto      ,20.893,20.504,20.768,21.047,21.715,328.207864,11.965913
DA_auto      ,21.006,20.454,20.509,20.638,20.738,328.219913,-0.444132
DA_auto      ,19.841,19.566,19.693,19.963,20.017,328.250366,12.017464
DA_auto      ,20.443,20.005,20.151,20.306,20.426,328.299848,0.325864
DA           ,18.885,18.451,19.145,18.803,18.959,328.475493,-7.52277
DA           ,18.885,18.451,19.145,18.803,18.959,328.475493,-7.52277
DA:          ,19.425,19.758,20.16,20.435,21.285,328.498539,12.957108
DA_auto      ,19.575,19.442,19.676,19.941,20.338,328.548121,11.440234
DA+M         ,18.495,17.021,17.592,24.362,17.789,328.593843,12.749768
DA_auto      ,18.56,18.434,18.647,18.913,19.096,328.605949,-0.669709
DA_auto      ,19.237,18.779,18.837,19.021,19.144,328.771731,-0.363432
DA_auto      ,19.237,18.779,18.837,19.021,19.144,328.771731,-0.363432
DA_auto      ,19.237,18.779,18.837,19.021,19.144,328.771731,-0.363432
DA_auto      ,18.776,18.763,19.067,19.322,19.766,328.804131,11.794272
DA_auto      ,20.556,20.062,20.148,20.263,20.326,328.805484,-0.885832
DB           ,18.072,18.27,18.715,18.992,19.235,328.810149,-7.976054
DA_auto      ,20.724,20.127,19.998,19.954,20.057,328.83968,-0.264274
DA_auto      ,18.714,18.338,18.561,18.784,19.001,328.8873,12.633772
DA_auto      ,20.093,19.937,20.291,20.555,21.066,328.926862,0.857718
DA_auto      ,20.144,20.087,20.334,20.693,20.674,328.988354,11.676678
DA_auto      ,21.599,20.627,20.233,20.134,20.042,328.994458,-1.109662
WD:+M        ,20.76,20.139,19.562,18.296,17.31,329.060738,-0.043721
DC:          ,20.168,19.863,19.807,19.82,19.852,329.075788,0.875119
DA_auto      ,18.906,18.291,18.427,18.573,18.712,329.117783,-0.771449
DA_auto      ,19.644,19.254,19.153,19.209,19.219,329.122068,13.437828
DA           ,20.265,20.248,20.65,20.887,21.051,329.1322,-0.433889
DA_auto      ,19.684,19.253,19.363,19.476,19.881,329.141748,1.081872
DA_auto      ,19.549,19.591,19.901,20.201,20.39,329.294944,12.758244
DA_auto      ,18.276,18.617,19.037,19.341,19.779,329.299466,-0.743076
DA           ,19.512,19.135,19.104,19.141,19.375,329.360696,-8.07897
DA_auto      ,19.542,19.166,19.355,19.64,19.862,329.367589,0.624077
DA_auto      ,20.463,20.359,20.602,20.826,21.135,329.413005,0.870152
DA           ,19.636,19.35,19.498,19.681,19.848,329.414129,-8.247827
DA_auto      ,18.619,18.158,18.234,18.391,18.621,329.423858,-0.832494
DA+M         ,21.163,20.481,20.055,18.987,18.321,329.436592,-0.670861
DQ:          ,18.748,18.58,18.593,18.729,18.852,329.496229,11.625045
DA_auto      ,19.695,19.66,19.956,20.217,20.184,329.508143,-7.47732
DA_auto      ,18.977,19.047,19.383,19.65,19.854,329.523098,13.412591
DA_auto      ,19.421,19.429,19.742,19.975,20.691,329.581583,12.709749
DA_auto      ,20.163,19.869,20.051,20.362,20.514,329.63013,-1.035794
DA_auto      ,19.294,18.838,18.94,19.081,19.324,329.690742,11.377076
DB           ,20.055,20.148,20.464,20.757,21.02,329.749468,-0.479245
DA_auto      ,20.423,20.063,20.008,20.197,20.218,329.762271,-0.586459
DA_auto      ,21.051,20.659,20.519,20.453,20.223,329.76548,0.197387
DA_auto      ,19.254,18.873,19.066,19.241,19.445,329.773048,13.382179
DA_auto      ,20.052,19.639,19.659,19.748,20.109,329.802313,-1.242321
DA_auto      ,20.002,19.58,19.763,20.008,20.47,329.956892,11.16563
DA_auto      ,20.425,20.062,19.994,20.036,20.062,330.017248,0.620813
DA_auto      ,19.246,18.816,19.047,19.217,19.506,330.046674,0.025389
DQhot_H:     ,17.271,17.708,18.165,18.47,18.707,330.121203,-7.689329
DA+M         ,19.202,18.735,18.746,18.371,18.034,330.131884,-7.252113
DA_auto      ,19.97,19.71,20.015,20.228,20.351,330.346,-7.563686
DB           ,19.372,19.364,19.629,19.863,20.168,330.513116,-0.348326
DA_auto      ,18.977,19.426,19.913,20.323,20.475,330.543789,-7.212646
DA_auto      ,19.537,19.123,19.371,19.532,19.761,330.676498,12.659027
DC           ,19.875,19.431,19.222,19.262,19.311,330.679159,12.40899
DA_auto      ,20.349,19.911,19.736,19.81,19.751,330.712296,0.736957
DA+M         ,20.418,19.662,18.829,17.913,17.386,330.719229,0.142629
DA_auto      ,20.205,19.934,20.126,20.411,20.419,330.766814,-8.664422
DA_auto      ,20.265,20.206,20.554,20.796,21.521,330.800749,0.263218
DB+M         ,19.261,19.365,19.445,19.225,18.782,330.805403,11.543357
DA_auto      ,20.56,20.182,20.332,20.556,20.651,330.893894,12.857375
DA+M         ,18.982,18.983,18.796,18.313,17.917,330.910891,-0.297451
DA_auto      ,20.783,20.456,20.695,20.894,21.093,330.952961,0.92197
DA_auto      ,20.683,20.398,20.771,20.852,21.17,330.986006,12.813061
DB           ,19.922,19.921,20.165,20.257,20.755,331.080268,-1.257001
DA_auto      ,19.269,18.785,18.794,18.865,18.931,331.121325,-8.814034
DA_auto      ,19.644,19.375,19.468,19.54,19.73,331.14605,0.211931
DA_auto      ,19.825,19.344,19.601,19.705,20.183,331.279523,11.884679
DB:          ,20.218,20.161,20.428,20.614,20.815,331.280511,1.09636
DA_auto      ,18.568,18.675,19.057,19.296,19.766,331.308686,-0.97823
DA_auto      ,19.574,19.278,19.504,19.73,19.896,331.317835,-0.4239
DA           ,19.583,19.45,19.703,19.907,20.072,331.352509,1.08426
DA_auto      ,20.664,20.268,20.449,20.678,21.015,331.44781,0.551871
DA+M         ,19.757,19.564,19.752,19.599,19.247,331.520047,0.776494
DB           ,17.664,17.774,18.032,18.266,18.511,331.598872,13.432357
DA_auto      ,17.243,17.27,17.64,17.915,18.251,331.617098,-7.560446
DBA          ,18.432,18.477,18.748,18.929,19.031,331.637606,12.986418
DA_auto      ,21.014,20.422,20.388,20.441,20.501,331.668962,-0.865287
DApec        ,19.651,18.917,18.64,18.555,18.571,331.690209,-1.051839
DA+M         ,20.386,19.772,19.199,18.741,18.388,331.722619,-0.970177
DA+M         ,20.109,19.762,19.633,19.071,18.487,331.772588,-0.352685
DA_auto      ,18.771,18.606,18.85,19.08,19.306,331.844211,0.527732
DA_auto      ,19.855,19.346,19.418,19.538,19.831,331.95617,0.770108
DA_auto      ,18.291,18.244,18.603,18.894,19.164,332.091995,-9.471662
DA           ,18.405,21.735,18.793,19.096,19.881,332.098586,-1.259476
DA_auto      ,19.546,19.166,19.127,19.191,19.402,332.1735,-0.087376
DA+M         ,17.757,17.716,17.242,16.826,16.507,332.204144,12.362396
DA_auto      ,20.391,20.173,20.414,20.71,20.698,332.210556,0.230299
DC:          ,19.375,19.207,19.296,19.424,19.492,332.297153,-0.595293
DA           ,18.901,18.388,18.738,18.89,18.968,332.316018,-9.328482
DA_auto      ,18.948,18.458,18.417,18.421,18.563,332.369161,-7.352756
DA_auto      ,19.923,19.378,19.466,19.638,19.937,332.375401,-1.077405
DBZ          ,17.113,17.175,17.484,17.71,17.905,332.3952,12.393491
DA+M         ,20.006,19.677,18.967,18.392,17.952,332.44414,-0.169731
DA:          ,20.459,20.29,20.605,20.88,21.538,332.572868,1.221771
DA_auto      ,18.901,18.419,18.202,18.12,18.066,332.598135,11.786045
DA_auto      ,20.105,19.714,19.893,20.141,20.477,332.63014,-0.667403
DA_auto      ,19.387,19.132,19.391,19.575,19.889,332.656994,-0.667879
DA_auto      ,19.075,18.968,19.288,19.544,19.807,332.682559,12.460019
DA_auto      ,20.164,19.78,19.65,19.671,19.973,332.910835,-0.293593
DA_auto      ,19.831,19.325,19.163,19.156,19.244,333.339638,-9.687903
DA_auto      ,20.586,20.255,20.395,20.5,21.04,333.359881,-0.453427
DA_auto      ,19.044,19.235,19.604,19.916,20.172,333.381381,13.706457
DA_auto      ,20.131,19.79,19.746,19.815,19.941,333.448209,0.38367
DA:          ,21.109,20.425,20.212,20.083,19.939,333.502383,1.228066
DA_auto      ,19.661,19.213,19.421,19.627,19.849,333.540503,0.34178
DA_auto      ,18.243,17.909,18.008,18.196,18.395,333.743198,-0.419976
DA_auto      ,19.63,19.262,19.133,19.123,19.251,333.753385,-9.803154
DC+M         ,18.745,18.433,18.347,18.222,17.533,334.01376,12.766958
DA_auto      ,19.304,18.936,18.967,19.032,19.261,334.056431,1.082273
DA+M         ,18.365,17.851,17.993,17.904,17.471,334.069127,1.034882
DC           ,20.193,19.724,19.537,19.502,19.481,334.217275,0.886922
DA+M         ,19.767,19.416,19.349,18.653,18.067,334.310424,0.766997
DA_auto      ,19.967,19.775,20.039,20.309,20.374,334.36786,0.886647
DB           ,18.471,18.539,18.828,19.061,19.339,334.37188,0.142603
DA_auto      ,17.981,18.124,18.479,18.789,18.969,334.469212,0.899425
DA_auto      ,20.021,19.676,19.901,20.062,20.419,334.504318,0.576257
DH           ,18.16,18.124,18.288,18.46,18.546,334.619086,-0.003404
DA:+M        ,21.01,20.209,19.316,18.216,17.53,334.735384,0.152892
DA_auto      ,19.845,19.302,19.145,19.116,19.118,334.806107,-9.504489
DA_auto      ,20.275,19.805,19.85,19.962,20.143,334.817682,-0.801501
DA_auto      ,20.147,19.729,19.78,19.884,19.785,334.870063,-0.129922
DA_auto      ,20.26,20.078,20.36,20.509,20.823,334.955769,0.95866
DA_auto      ,19.031,19.266,19.64,19.936,20.075,334.959097,12.521134
DC           ,19.346,18.857,18.717,18.721,18.754,334.980282,13.895626
DA_auto      ,20.66,20.058,19.988,20.061,20.28,334.984905,0.215338
DA_auto      ,20.046,19.72,19.871,20.113,20.281,334.992641,-0.113279
DA_auto      ,17.898,17.458,17.364,17.381,17.456,335.127847,-0.685531
DA+M         ,20.013,19.482,18.889,17.913,17.359,335.285252,0.491044
DA_auto      ,19.019,18.623,18.699,18.773,18.789,335.541873,-8.20249
DA_auto      ,18.018,17.63,17.865,18.08,18.383,335.59597,12.640208
DA_auto      ,18.842,18.423,18.418,18.421,18.484,335.617347,-7.491335
DA+M         ,19.507,19.477,19.481,18.902,18.392,335.803966,12.740086
DA_auto      ,20.537,19.938,19.858,19.868,20.047,335.806338,0.912954
DA_auto      ,15.348,15.416,15.798,16.114,16.417,335.807723,13.64913
DA:          ,19.054,19.012,19.178,19.343,19.458,335.970929,-8.590628
DA_auto      ,20.09,19.562,19.37,19.332,19.694,336.212078,0.889576
DA_auto      ,17.919,17.791,18.064,18.346,18.58,336.290748,-0.78542
DA+M         ,19.94,19.343,19.158,18.493,17.957,336.390426,13.282033
DA_auto      ,19.375,18.814,18.866,18.947,19.081,336.465214,0.277147
DA_auto      ,19.341,19.445,19.834,20.151,20.633,336.560623,12.915095
DC:          ,19.085,18.881,18.867,18.964,19.186,336.62261,0.715046
DA+M         ,20.342,19.676,19.287,18.301,17.583,336.643967,-0.695828
DA_auto      ,18.911,19.264,19.671,19.938,20.262,336.6457,0.651511
DA_auto      ,20.176,19.714,19.71,19.826,19.952,336.677258,0.606013
DA_auto      ,16.684,17,17.433,17.749,18.072,336.70945,-1.189104
DA_auto      ,20.299,20.009,20.149,20.326,20.568,336.735407,1.081821
DA+M         ,20.735,19.997,19.99,19.889,19.495,336.763952,-0.162871
DZA          ,16.971,16.36,16.21,16.269,16.376,337.00856,12.125923
DA_auto      ,18.928,19.196,19.642,19.953,20.284,337.067911,13.787361
DB+M:        ,18.611,18.769,19.084,19.38,19.665,337.140934,14.176924
DA:+M        ,21.095,20.02,19.143,17.82,16.997,337.159841,-0.497764
DA_auto      ,19.091,18.708,18.942,19.161,19.394,337.26539,12.491285
DA_auto      ,18.773,18.828,19.221,19.411,19.622,337.317171,-8.812552
DA           ,19.829,19.418,19.579,19.767,19.784,337.489302,-0.824254
DA+M         ,20.87,20.018,19.349,18.055,17.045,337.60156,-0.768723
DA_auto      ,19,18.974,19.327,19.597,19.825,337.608839,14.274834
DA_auto      ,15.853,15.433,15.45,15.575,15.746,337.619531,-0.392026
DA_auto      ,15.853,15.433,15.45,15.575,15.746,337.619531,-0.392026
DA_auto      ,17.655,17.191,17.047,17.051,17.114,337.655119,12.939282
DA_auto      ,20.326,19.77,19.595,19.599,19.738,337.655701,1.102707
DA_auto      ,17.961,17.505,17.351,17.338,17.341,337.706378,-9.752518
DA+M         ,19.796,19.532,19.346,18.49,17.778,337.713138,12.951891
DA_auto      ,18.297,17.802,17.765,17.836,17.953,337.837366,-0.037965
DA_auto      ,19.37,19.386,19.653,19.894,20.044,337.848576,0.898971
DA_auto      ,19.052,18.632,18.664,18.874,19.083,337.8988,13.781349
DA_auto      ,17.936,18.272,18.693,19.019,19.282,337.930503,12.50351
DA_auto      ,19.616,19.192,19.216,19.375,19.488,338.06573,1.144074
DZ:          ,19.85,19.316,19.144,19.198,19.19,338.092994,1.155741
DQpec        ,18.525,18.414,17.801,17.67,17.784,338.100009,-7.742861
DA_auto      ,17.943,18.067,18.44,18.733,19.091,338.139073,12.450689
DA_auto      ,19.69,19.053,18.838,18.759,18.741,338.155125,14.064149
DA_auto      ,19.266,18.74,18.755,18.829,18.969,338.219142,-7.711663
DBA          ,17.427,17.41,17.609,17.825,18.041,338.230847,-8.678953
DA+M         ,19.783,19.627,19.706,19.223,18.579,338.251911,12.788623
DA:          ,21.075,20.291,20.082,20.009,19.754,338.506896,-1.004483
DA+M         ,20.052,19.54,19.544,19.178,18.767,338.589621,-0.335584
DA_auto      ,19.342,18.945,19.09,19.3,19.507,338.590204,-8.480109
DA+M         ,21.33,20.77,20.581,19.689,18.931,338.646768,1.213478
DA           ,18.288,18.043,18.248,18.475,18.685,338.657776,0.353274
